"PVWatts Hourly PV Performance Data"
"Requested Location","los angeles, CA"
"Location","Lat, Lng: 34.05, -118.26"
"Latitude (DD)","34.05"
"Longitude (DD)","-118.26"
"Elevation (m)","97.559997558594"
"DC System Size (kW)","10"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (kW/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","14","19","0","0","21.7","0.6","0.14","0","21.7","0","0"
"7","14","20","0","0","21.3","0.8","0.14","0","21.3","0","0"
"7","14","21","0","0","21.1","1.1","0.14","0","21.1","0","0"
"7","14","22","0","0","21.1","1","0.14","0","21.1","0","0"
"7","14","23","0","0","21","0.9","0.14","0","21","0","0"
"7","15","0","0","0","20.7","0.8","0.14","0","20.7","0","0"
"7","15","1","0","0","20.1","1","0.14","0","20.1","0","0"
"7","15","2","0","0","19.5","1.1","0.14","0","19.5","0","0"
"7","15","3","0","0","19.1","1.2","0.14","0","19.1","0","0"
"7","15","4","0","0","19.6","1.2","0.14","0","19.6","0","0"
"7","15","5","380","33","21.9","1.4","0.14","25.019","22.582","181.034","134.984"
"7","15","6","678","60","25","1.3","0.14","199.152","30.381","1375.673","1287.292"
"7","15","7","812","76","28","1.3","0.14","431.596","40.229","3440.844","3279.285"
"7","15","8","884","86","30.4","2","0.14","655.455","46.386","5176.136","4953.09"
"7","15","9","920","98","31.5","2.8","0.14","843.857","49.172","6530.264","6259.235"
"7","15","10","937","108","32.1","3.5","0.14","977.085","50.312","7473.111","7168.674"
"7","15","11","947","112","32.4","3.8","0.14","1046.714","51.03","7952.141","7630.729"
"7","15","12","948","112","32.5","4","0.14","1046.86","50.595","7967.995","7646.022"
"7","15","13","936","109","32.3","4.1","0.14","974.67","48.92","7499.015","7193.659"
"7","15","14","908","105","31.8","3.9","0.14","837.163","46.513","6550.64","6278.889"
"7","15","15","860","97","31.5","3.8","0.14","645.929","43.047","5170.568","4947.719"
"7","15","16","780","85","29.8","3","0.14","421.042","38.312","3375.011","3215.785"
"7","15","17","638","67","27.6","2","0.14","190.861","32.025","1305.715","1219.813"
"7","15","18","325","34","24.8","1","0.14","26.426","25.589","185.902","139.679"
"7","15","19","0","0","23.3","0.7","0.14","0","23.3","0","0"
"7","15","20","0","0","22.9","0.8","0.14","0","22.9","0","0"
"7","15","21","0","0","22.7","0.9","0.14","0","22.7","0","0"
"7","15","22","0","0","22.5","0.9","0.14","0","22.5","0","0"
"7","15","23","0","0","22.2","0.9","0.14","0","22.2","0","0"
"7","16","0","0","0","21.6","0.9","0.14","0","21.6","0","0"
"7","16","1","0","0","21","0.9","0.14","0","21","0","0"
"7","16","2","0","0","20.4","1","0.14","0","20.4","0","0"
"7","16","3","0","0","19.9","1","0.14","0","19.9","0","0"
"7","16","4","0","0","20.2","1","0.14","0","20.2","0","0"
"7","16","5","408","32","22.2","1.3","0.14","24.198","22.874","173.845","128.049"
"7","16","6","704","57","24.9","1","0.14","201.229","30.74","1380.474","1291.923"
"7","16","7","833","72","27.4","0.8","0.14","437.182","41.443","3468.454","3305.918"
"7","16","8","901","84","29.3","1.5","0.14","664.177","47.323","5225.97","5001.157"
"7","16","9","935","95","30.3","2.4","0.14","853.032","49.503","6592.74","6319.497"
"7","16","10","949","105","30.7","2.9","0.14","985.469","50.956","7516.875","7210.887"
"7","16","11","956","109","30.9","3.1","0.14","1053.045","51.815","7973.78","7651.602"
"7","16","12","955","110","30.8","3.2","0.14","1052.275","51.359","7983.412","7660.892"
"7","16","13","948","107","30.4","3.1","0.14","984.258","49.962","7539.516","7232.725"
"7","16","14","924","102","29.9","2.8","0.14","847.495","47.649","6600.857","6327.327"
"7","16","15","882","93","29.5","2.7","0.14","656.32","43.521","5245.359","5019.86"
"7","16","16","808","81","27.8","2","0.14","429.378","38.238","3444.458","3282.772"
"7","16","17","670","64","25.8","1.2","0.14","194.56","31.172","1329.049","1242.32"
"7","16","18","357","33","23.2","0.5","0.14","25.547","24.073","179.986","133.973"
"7","16","19","0","0","21.3","0.5","0.14","0","21.3","0","0"
"7","16","20","0","0","20.4","0.8","0.14","0","20.4","0","0"
"7","16","21","0","0","19.9","1.1","0.14","0","19.9","0","0"
"7","16","22","0","0","19.7","1.3","0.14","0","19.7","0","0"
"7","16","23","0","0","19.6","1.3","0.14","0","19.6","0","0"
"7","17","0","0","0","19.3","1.3","0.14","0","19.3","0","0"
"7","17","1","0","0","18.9","1.3","0.14","0","18.9","0","0"
"7","17","2","0","0","18.6","1.4","0.14","0","18.6","0","0"
"7","17","3","0","0","18.3","1.4","0.14","0","18.3","0","0"
"7","17","4","0","0","18.5","1.4","0.14","0","18.5","0","0"
"7","17","5","336","33","19.7","1.5","0.14","25.258","20.371","183.2","137.073"
"7","17","6","633","65","21.7","1.5","0.14","191.729","26.655","1349.387","1261.937"
"7","17","7","771","85","23.8","1.5","0.14","421.565","35.207","3428.212","3267.101"
"7","17","8","848","99","25.4","2","0.14","644.602","41.119","5199.208","4975.344"
"7","17","9","897","108","26.7","2.7","0.14","835.109","44.498","6587.616","6314.555"
"7","17","10","926","114","27.5","3.4","0.14","973.223","45.926","7579.833","7271.614"
"7","17","11","942","116","27.8","3.7","0.14","1046.451","46.705","8093.835","7767.402"
"7","17","12","943","116","27.7","3.6","0.14","1046.763","46.9","8089.976","7763.681"
"7","17","13","935","112","27.4","3.4","0.14","977.612","45.91","7615.162","7305.691"
"7","17","14","909","107","26.9","3.3","0.14","840.706","43.096","6670.925","6394.912"
"7","17","15","864","98","26.6","3.2","0.14","649.956","39.354","5282.008","5055.21"
"7","17","16","783","85","24.6","2.8","0.14","422.529","33.44","3455.255","3293.186"
"7","17","17","634","67","22.6","2.3","0.14","189.912","26.751","1328.024","1241.331"
"7","17","18","315","33","20.2","1.6","0.14","25.641","20.863","182.618","136.511"
"7","17","19","0","0","18.7","1.1","0.14","0","18.7","0","0"
"7","17","20","0","0","18","0.8","0.14","0","18","0","0"
"7","17","21","0","0","17.6","0.8","0.14","0","17.6","0","0"
"7","17","22","0","0","17.4","0.7","0.14","0","17.4","0","0"
"7","17","23","0","0","17.3","0.6","0.14","0","17.3","0","0"
"7","18","0","0","0","17.4","0.5","0.14","0","17.4","0","0"
"7","18","1","0","0","17.2","0.6","0.14","0","17.2","0","0"
"7","18","2","0","0","16.8","0.9","0.14","0","16.8","0","0"
"7","18","3","0","0","16.4","1","0.14","0","16.4","0","0"
"7","18","4","0","0","16.7","1","0.14","0","16.7","0","0"
"7","18","5","341","33","18.5","1.1","0.14","25.387","19.24","184.214","138.051"
"7","18","6","651","65","20.9","1.3","0.14","194.997","26.172","1372.433","1284.166"
"7","18","7","794","83","23.3","1.4","0.14","429.308","35.183","3492.451","3329.064"
"7","18","8","768","131","25.4","2","0.14","625.305","40.643","5045.437","4827.022"
"7","18","9","910","106","27.1","2.7","0.14","843.711","45.082","6640.062","6365.143"
"7","18","10","928","116","27.8","3.3","0.14","977.278","46.599","7589.902","7281.326"
"7","18","11","940","118","28.1","3.6","0.14","1046.825","47.301","8076.751","7750.924"
"7","18","12","944","114","28","3.7","0.14","1046.277","46.903","8086.831","7760.646"
"7","18","13","942","105","27.8","3.7","0.14","977.674","45.476","7630.783","7320.758"
"7","18","14","918","99","27.2","3.6","0.14","840.47","42.65","6683.007","6406.566"
"7","18","15","874","90","26.8","3.5","0.14","648.755","38.939","5282.93","5056.1"
"7","18","16","804","75","24.8","3","0.14","421.945","33.331","3451.899","3289.949"
"7","18","17","669","59","22.8","2.4","0.14","191.046","26.885","1322.929","1236.417"
"7","18","18","361","31","20.4","1.5","0.14","23.811","21.028","167.911","122.325"
"7","18","19","0","0","18.8","1","0.14","0","18.8","0","0"
"7","18","20","0","0","18.2","0.7","0.14","0","18.2","0","0"
"7","18","21","0","0","17.9","0.7","0.14","0","17.9","0","0"
"7","18","22","0","0","17.4","0.8","0.14","0","17.4","0","0"
"7","18","23","0","0","16.8","0.9","0.14","0","16.8","0","0"
"7","19","0","0","0","16.3","0.9","0.14","0","16.3","0","0"
"7","19","1","0","0","15.8","0.8","0.14","0","15.8","0","0"
"7","19","2","0","0","15.6","0.5","0.14","0","15.6","0","0"
"7","19","3","0","0","15.4","0.4","0.14","0","15.4","0","0"
"7","19","4","0","0","15.7","0.5","0.14","0","15.7","0","0"
"7","19","5","0","5","17.1","0.8","0.14","4.611","17.245","30.869","0"
"7","19","6","8","39","19.4","0.8","0.14","38.127","20.625","301.394","251.079"
"7","19","7","122","177","21.8","1","0.14","218.818","28.472","1796.771","1693.468"
"7","19","8","778","102","23.8","1.8","0.14","603.307","39.132","4901.956","4688.625"
"7","19","9","899","102","25.2","2.6","0.14","830.971","43.231","6591.001","6317.82"
"7","19","10","903","113","25.9","3.3","0.14","951.47","44.203","7465.779","7161.601"
"7","19","11","941","105","25.9","3.7","0.14","1035.537","44.61","8082.577","7756.544"
"7","19","12","934","109","25.4","3.8","0.14","1032.007","43.769","8082.499","7756.469"
"7","19","13","921","109","24.9","3.7","0.14","962.635","42.304","7611.9","7302.544"
"7","19","14","900","100","24.3","3.4","0.14","827.304","39.987","6649.772","6374.508"
"7","19","15","860","91","24","3.3","0.14","640.993","36.378","5272.973","5046.495"
"7","19","16","793","77","22.4","2.6","0.14","419.145","31.486","3454.086","3292.059"
"7","19","17","661","59","20.8","1.9","0.14","189.249","25.265","1319.201","1232.821"
"7","19","18","354","30","19.1","1.3","0.14","22.955","19.733","161.559","116.199"
"7","19","19","0","0","17.8","0.7","0.14","0","17.8","0","0"
"7","19","20","0","0","17.2","0.4","0.14","0","17.2","0","0"
"7","19","21","0","0","16.8","0.4","0.14","0","16.8","0","0"
"7","19","22","0","0","16.5","0.4","0.14","0","16.5","0","0"
"7","19","23","0","0","16.1","0.5","0.14","0","16.1","0","0"
"7","20","0","0","0","15.9","0.5","0.14","0","15.9","0","0"
"7","20","1","0","0","15.7","0.4","0.14","0","15.7","0","0"
"7","20","2","0","0","15.5","0.2","0.14","0","15.5","0","0"
"7","20","3","0","0","15.3","0.2","0.14","0","15.3","0","0"
"7","20","4","0","0","15.6","0.4","0.14","0","15.6","0","0"
"7","20","5","265","29","17","0.6","0.14","21.84","17.724","156.516","111.334"
"7","20","6","0","56","19.1","0.3","0.14","51.864","21.028","419.147","364.66"
"7","20","7","2","141","21.2","0.5","0.14","131.317","25.786","1070.687","993.112"
"7","20","8","287","270","23.4","1.5","0.14","444.262","35.418","3609.728","3442.185"
"7","20","9","904","98","25.2","2.5","0.14","831.16","43.567","6584.677","6311.72"
"7","20","10","924","106","26.3","3.2","0.14","964.333","45.154","7537.833","7231.102"
"7","20","11","934","110","26.6","3.7","0.14","1033.938","45.28","8047.646","7722.851"
"7","20","12","933","108","26.4","3.9","0.14","1030.505","44.474","8048.357","7723.536"
"7","20","13","925","104","26","3.8","0.14","961.845","43.132","7581.624","7273.341"
"7","20","14","904","96","25.4","3.5","0.14","826.897","40.837","6625.056","6350.669"
"7","20","15","863","86","25.2","3.3","0.14","638.154","37.524","5226.925","5002.078"
"7","20","16","796","72","23.8","2.7","0.14","415.534","32.648","3407.973","3247.58"
"7","20","17","661","57","22.1","2.1","0.14","187.14","26.336","1294.925","1209.405"
"7","20","18","353","29","20.1","1.5","0.14","22.109","20.681","153.468","108.394"
"7","20","19","0","0","18.8","1.1","0.14","0","18.8","0","0"
"7","20","20","0","0","18.5","0.9","0.14","0","18.5","0","0"
"7","20","21","0","0","18.5","0.6","0.14","0","18.5","0","0"
"7","20","22","0","0","18.5","0.4","0.14","0","18.5","0","0"
"7","20","23","0","0","18.5","0.3","0.14","0","18.5","0","0"
"7","21","0","0","0","18.3","0.3","0.14","0","18.3","0","0"
"7","21","1","0","0","18.1","0.3","0.14","0","18.1","0","0"
"7","21","2","0","0","17.9","0.3","0.14","0","17.9","0","0"
"7","21","3","0","0","17.7","0.3","0.14","0","17.7","0","0"
"7","21","4","0","0","18","0.3","0.14","0","18","0","0"
"7","21","5","354","30","19.4","0.3","0.14","22.906","20.228","161.346","115.993"
"7","21","6","662","58","21.6","0.3","0.14","190.83","28.332","1318.314","1231.966"
"7","21","7","799","74","24","0.6","0.14","421.701","38.309","3385.198","3225.612"
"7","21","8","874","85","26.3","1.2","0.14","647.004","45.131","5138.269","4916.564"
"7","21","9","918","92","28.2","1.8","0.14","836.637","49.419","6471.396","6202.453"
"7","21","10","908","102","29.4","2.4","0.14","945.858","50.663","7229.69","6933.877"
"7","21","11","950","99","30","2.8","0.14","1039.348","51.724","7878.298","7559.503"
"7","21","12","949","100","30","3.1","0.14","1038.891","50.636","7910.905","7590.955"
"7","21","13","938","96","29.7","3.3","0.14","966.372","48.293","7459.457","7155.503"
"7","21","14","915","92","29.2","3.3","0.14","832.089","45.232","6549.773","6278.053"
"7","21","15","874","82","28.9","3.2","0.14","641.336","41.488","5171.191","4948.319"
"7","21","16","803","72","27.2","2.5","0.14","418.474","36.438","3380.651","3221.226"
"7","21","17","664","56","25.1","1.7","0.14","186.542","29.684","1270.294","1185.647"
"7","21","18","348","29","22.5","0.9","0.14","22.216","23.173","151.069","106.081"
"7","21","19","0","0","21","0.5","0.14","0","21","0","0"
"7","21","20","0","0","20.5","0.3","0.14","0","20.5","0","0"
"7","21","21","0","0","20.4","0.3","0.14","0","20.4","0","0"
"7","21","22","0","0","20.2","0.4","0.14","0","20.2","0","0"
"7","21","23","0","0","20","0.6","0.14","0","20","0","0"
"7","22","0","0","0","19.7","0.7","0.14","0","19.7","0","0"
"7","22","1","0","0","19.2","0.7","0.14","0","19.2","0","0"
"7","22","2","0","0","18.8","0.8","0.14","0","18.8","0","0"
"7","22","3","0","0","18.6","0.9","0.14","0","18.6","0","0"
"7","22","4","0","0","19","1.1","0.14","0","19","0","0"
"7","22","5","21","16","20.7","1.4","0.14","14.404","21.088","97.933","54.827"
"7","22","6","5","70","23.2","1.5","0.14","65.66","24.98","525.027","466.787"
"7","22","7","143","180","25.7","1.1","0.14","230.706","32.561","1866.293","1760.527"
"7","22","8","96","273","27.8","1.3","0.14","318.633","36.812","2539.391","2409.775"
"7","22","9","325","324","29.3","1.9","0.14","580.859","43.683","4545.374","4344.677"
"7","22","10","852","134","30","2.5","0.14","925.481","50.418","7077.158","6786.751"
"7","22","11","859","140","30.2","2.9","0.14","989.763","50.527","7539.062","7232.287"
"7","22","12","768","192","30.1","3","0.14","957.283","49.42","7317.477","7018.554"
"7","22","13","771","162","29.9","2.9","0.14","882.181","48.024","6810.222","6529.274"
"7","22","14","840","114","29.6","2.6","0.14","793.541","46.818","6202.521","5943.105"
"7","22","15","790","104","29.4","2.5","0.14","610.432","42.919","4886.52","4673.736"
"7","22","16","694","94","28.2","2","0.14","391.721","37.723","3144.07","2993.027"
"7","22","17","522","75","26.7","1.5","0.14","173.828","31.209","1210.101","1127.587"
"7","22","18","198","34","25","0.9","0.14","25.891","25.782","173.384","127.605"
"7","22","19","0","0","24.1","0.7","0.14","0","24.1","0","0"
"7","22","20","0","0","23.9","0.8","0.14","0","23.9","0","0"
"7","22","21","0","0","23.6","1.1","0.14","0","23.6","0","0"
"7","22","22","0","0","23.4","1.3","0.14","0","23.4","0","0"
"7","22","23","0","0","23.2","1.2","0.14","0","23.2","0","0"
"7","23","0","0","0","22.8","1.2","0.14","0","22.8","0","0"
"7","23","1","0","0","22","1.4","0.14","0","22","0","0"
"7","23","2","0","0","20.9","1.3","0.14","0","20.9","0","0"
"7","23","3","0","0","20.6","1.2","0.14","0","20.6","0","0"
"7","23","4","0","0","21.3","1.8","0.14","0","21.3","0","0"
"7","23","5","0","9","22.9","2.2","0.14","8.306","23.088","53.776","12.234"
"7","23","6","1","31","24.9","2.3","0.14","28.869","25.563","221.953","174.453"
"7","23","7","2","84","27.3","2.4","0.14","78.772","29.073","620.006","558.401"
"7","23","8","28","193","29.8","1.7","0.14","199.531","34.953","1573.976","1478.568"
"7","23","9","119","353","31.8","0.8","0.14","437.831","45.806","3358.99","3200.332"
"7","23","10","397","341","33.1","0.6","0.14","713.708","57.235","5260.602","5034.563"
"7","23","11","809","165","33.8","1.3","0.14","972.165","61.291","7066.213","6776.193"
"7","23","12","859","137","34","2.1","0.14","986.956","57.486","7299.403","7001.121"
"7","23","13","854","129","33.9","2.8","0.14","921.757","53.174","6969.126","6682.546"
"7","23","14","828","122","33.4","3.3","0.14","791.878","48.654","6141.276","5884.031"
"7","23","15","778","110","33","3.5","0.14","608.774","44.388","4842.832","4631.595"
"7","23","16","704","91","30.8","3.2","0.14","393.039","38.488","3144.921","2993.849"
"7","23","17","562","68","28.5","2.2","0.14","175.129","32.409","1198.85","1116.735"
"7","23","18","252","31","26","1.2","0.14","24.41","26.682","160.248","114.934"
"7","23","19","0","0","24.8","0.6","0.14","0","24.8","0","0"
"7","23","20","0","0","24.6","0.3","0.14","0","24.6","0","0"
"7","23","21","0","0","24.4","0.2","0.14","0","24.4","0","0"
"7","23","22","0","0","24.1","0.3","0.14","0","24.1","0","0"
"7","23","23","0","0","24","0.4","0.14","0","24","0","0"
"7","24","0","0","0","24","0.5","0.14","0","24","0","0"
"7","24","1","0","0","24.3","0.7","0.14","0","24.3","0","0"
"7","24","2","0","0","24.5","0.7","0.14","0","24.5","0","0"
"7","24","3","0","0","24.7","0.8","0.14","0","24.7","0","0"
"7","24","4","0","0","25.1","0.8","0.14","0","25.1","0","0"
"7","24","5","263","31","26.6","0.9","0.14","24.279","27.333","160.711","115.38"
"7","24","6","578","65","29","0.6","0.14","177.387","34.747","1201.469","1119.261"
"7","24","7","724","85","31.5","0.6","0.14","398.993","45.038","3110.017","2960.181"
"7","24","8","802","100","33.9","1.4","0.14","616.382","51.01","4771.204","4562.505"
"7","24","9","846","111","35.3","2.4","0.14","797.573","53.254","6068.285","5813.626"
"7","24","10","869","120","35.7","3.1","0.14","928.31","54.148","6990.752","6703.406"
"7","24","11","877","126","35.6","3.7","0.14","994.916","53.573","7484.201","7179.371"
"7","24","12","875","127","35.2","4","0.14","993.556","52.373","7512.174","7206.352"
"7","24","13","864","123","34.6","4.1","0.14","925.554","50.381","7081.983","6791.404"
"7","24","14","837","116","33.6","4","0.14","793.53","47.345","6189.247","5930.302"
"7","24","15","788","105","33.1","3.8","0.14","610.273","44.009","4863.959","4651.974"
"7","24","16","701","92","31","2.9","0.14","392.571","39.073","3133.519","2982.85"
"7","24","17","227","50","29","2","0.14","90.928","31.138","633.169","571.098"
"7","24","18","0","5","26.8","1.4","0.14","4.611","26.922","27.223","0"
"7","24","19","0","0","25.3","1.3","0.14","0","25.3","0","0"
"7","24","20","0","0","24.6","1.2","0.14","0","24.6","0","0"
"7","24","21","0","0","24.2","1","0.14","0","24.2","0","0"
"7","24","22","0","0","24","0.9","0.14","0","24","0","0"
"7","24","23","0","0","24","0.9","0.14","0","24","0","0"
"7","25","0","0","0","24","0.8","0.14","0","24","0","0"
"7","25","1","0","0","24","0.8","0.14","0","24","0","0"
"7","25","2","0","0","24.1","0.9","0.14","0","24.1","0","0"
"7","25","3","0","0","24.2","0.9","0.14","0","24.2","0","0"
"7","25","4","0","0","24.5","0.9","0.14","0","24.5","0","0"
"7","25","5","0","13","25.8","1.1","0.14","12.007","26.143","76.046","33.715"
"7","25","6","2","44","27.9","1.2","0.14","41.125","29.096","316.153","265.315"
"7","25","7","0","78","30.1","1.1","0.14","72.322","32.251","559.125","499.678"
"7","25","8","4","140","32.2","1.2","0.14","132.692","36.039","1023.28","947.386"
"7","25","9","13","143","34","1.8","0.14","145.832","37.677","1112.025","1032.986"
"7","25","10","9","160","34.8","2.5","0.14","157.809","38.261","1196.635","1114.597"
"7","25","11","19","288","35.1","3","0.14","289.893","40.919","2217.363","2099.157"
"7","25","12","114","397","35","3.2","0.14","503.936","44.799","3862.224","3685.734"
"7","25","13","775","174","34.7","3.4","0.14","898.811","51.709","6830.337","6548.675"
"7","25","14","686","188","34","3.3","0.14","747.469","48.388","5789.381","5544.604"
"7","25","15","703","142","33.6","3.3","0.14","592.412","45.033","4692.614","4486.7"
"7","25","16","603","122","31.9","2.5","0.14","378.931","40.267","3008.009","2861.788"
"7","25","17","421","90","30.2","1.6","0.14","165.49","34.431","1162.046","1081.235"
"7","25","18","142","33","28","0.8","0.14","25.245","28.772","158.975","113.707"
"7","25","19","0","0","26.4","0.3","0.14","0","26.4","0","0"
"7","25","20","0","0","25.6","0.2","0.14","0","25.6","0","0"
"7","25","21","0","0","25","0.2","0.14","0","25","0","0"
"7","25","22","0","0","24.5","0.4","0.14","0","24.5","0","0"
"7","25","23","0","0","24.1","0.5","0.14","0","24.1","0","0"
"7","26","0","0","0","23.7","0.5","0.14","0","23.7","0","0"
"7","26","1","0","0","23.3","0.6","0.14","0","23.3","0","0"
"7","26","2","0","0","22.8","0.7","0.14","0","22.8","0","0"
"7","26","3","0","0","22.5","0.8","0.14","0","22.5","0","0"
"7","26","4","0","0","22.6","0.9","0.14","0","22.6","0","0"
"7","26","5","152","33","24","1.1","0.14","25.195","24.717","164.321","118.863"
"7","26","6","464","84","26.2","1","0.14","170.162","31.199","1202.371","1120.13"
"7","26","7","641","113","28.4","0.8","0.14","388.654","40.883","3081.311","2932.493"
"7","26","8","744","130","30.6","1","0.14","608.71","49.207","4742.118","4534.45"
"7","26","9","832","125","32.5","1.6","0.14","800.246","53.685","6075.532","5820.616"
"7","26","10","897","109","33.6","2.3","0.14","944.17","55.23","7078.921","6788.451"
"7","26","11","909","114","34","2.9","0.14","1015.725","54.865","7599.277","7290.369"
"7","26","12","904","118","33.9","3.3","0.14","1014.327","53.4","7635.861","7325.657"
"7","26","13","887","119","33.6","3.5","0.14","943.633","51.19","7195.905","6901.29"
"7","26","14","860","114","33","3.5","0.14","810.486","48.129","6302.029","6039.088"
"7","26","15","812","104","32.6","3.4","0.14","624.571","44.47","4970.994","4755.216"
"7","26","16","733","88","30.8","2.9","0.14","402.994","39.088","3218.122","3064.456"
"7","26","17","581","65","28.8","2","0.14","175.154","32.858","1187.767","1106.045"
"7","26","18","249","30","26.3","1","0.14","23.877","26.988","147.961","103.083"
"7","26","19","0","0","24.7","0.3","0.14","0","24.7","0","0"
"7","26","20","0","0","23.9","0.2","0.14","0","23.9","0","0"
"7","26","21","0","0","23.6","0.5","0.14","0","23.6","0","0"
"7","26","22","0","0","23.5","0.7","0.14","0","23.5","0","0"
"7","26","23","0","0","23.6","0.8","0.14","0","23.6","0","0"
"7","27","0","0","0","23.7","0.9","0.14","0","23.7","0","0"
"7","27","1","0","0","23.6","0.9","0.14","0","23.6","0","0"
"7","27","2","0","0","23.2","0.9","0.14","0","23.2","0","0"
"7","27","3","0","0","22.6","1","0.14","0","22.6","0","0"
"7","27","4","0","0","22.7","1","0.14","0","22.7","0","0"
"7","27","5","297","28","24.4","1.3","0.14","21.774","24.987","138.128","93.598"
"7","27","6","632","60","27.4","1.2","0.14","182.626","32.438","1234.741","1151.354"
"7","27","7","778","77","30.4","0.7","0.14","413.959","44.06","3242.486","3087.956"
"7","27","8","854","89","32.8","0.9","0.14","637.805","52.814","4904.903","4691.467"
"7","27","9","897","99","34","1.8","0.14","827.558","54.99","6253.078","5991.871"
"7","27","10","917","107","34.7","2.7","0.14","961.108","55.158","7207.401","6912.378"
"7","27","11","924","113","34.7","3.5","0.14","1030.022","53.888","7737.092","7423.3"
"7","27","12","924","111","34.4","4.1","0.14","1027.663","51.913","7785.005","7469.516"
"7","27","13","918","105","34","4.2","0.14","958.892","50.124","7346.71","7046.751"
"7","27","14","895","98","33.5","4.1","0.14","823.101","47.558","6418.739","6151.662"
"7","27","15","850","89","33.2","4","0.14","632.887","44.191","5047.539","4829.049"
"7","27","16","769","78","31.5","3.2","0.14","408.444","39.489","3256.696","3101.663"
"7","27","17","618","60","29.2","2.1","0.14","177.421","33.216","1189.758","1107.964"
"7","27","18","270","29","26.6","1","0.14","23.041","27.258","138.485","93.943"
"7","27","19","0","0","25.3","0.5","0.14","0","25.3","0","0"
"7","27","20","0","0","25","0.5","0.14","0","25","0","0"
"7","27","21","0","0","24.4","0.9","0.14","0","24.4","0","0"
"7","27","22","0","0","24","1","0.14","0","24","0","0"
"7","27","23","0","0","23.9","0.9","0.14","0","23.9","0","0"
"7","28","0","0","0","23.6","0.8","0.14","0","23.6","0","0"
"7","28","1","0","0","23","0.8","0.14","0","23","0","0"
"7","28","2","0","0","22.5","0.9","0.14","0","22.5","0","0"
"7","28","3","0","0","22.1","1","0.14","0","22.1","0","0"
"7","28","4","0","0","22.2","1.1","0.14","0","22.2","0","0"
"7","28","5","297","28","24","1.4","0.14","21.916","24.573","136.278","91.814"
"7","28","6","510","69","26.8","1.3","0.14","166.149","31.307","1149.336","1068.975"
"7","28","7","779","77","29.4","1.2","0.14","414.207","41.418","3280.587","3124.707"
"7","28","8","855","90","31.3","1.8","0.14","639.444","47.557","5028.85","4811.023"
"7","28","9","899","99","32.1","2.4","0.14","829.393","50.774","6380.798","6115.066"
"7","28","10","863","127","32.6","2.7","0.14","930.972","52.413","7062.626","6772.733"
"7","28","11","856","148","32.9","2.9","0.14","997.104","53.378","7503.936","7198.406"
"7","28","12","932","110","32.9","3.1","0.14","1035.004","53.459","7789.146","7473.51"
"7","28","13","919","108","32.4","3.3","0.14","963.074","50.93","7353.327","7053.134"
"7","28","14","894","103","31.5","3.2","0.14","827.34","47.701","6447.362","6179.271"
"7","28","15","848","93","31.1","3","0.14","635.41","43.992","5071.745","4852.397"
"7","28","16","722","85","29","2.3","0.14","394.776","38.048","3164.132","3012.379"
"7","28","17","629","60","26.7","1.4","0.14","179.113","31.405","1208.185","1125.738"
"7","28","18","285","28","24.1","0.7","0.14","22.208","24.778","130.389","86.133"
"7","28","19","0","0","22.5","0.4","0.14","0","22.5","0","0"
"7","28","20","0","0","21.9","0.3","0.14","0","21.9","0","0"
"7","28","21","0","0","21.4","0.5","0.14","0","21.4","0","0"
"7","28","22","0","0","21.2","0.6","0.14","0","21.2","0","0"
"7","28","23","0","0","20.9","0.7","0.14","0","20.9","0","0"
"7","29","0","0","0","20.5","0.8","0.14","0","20.5","0","0"
"7","29","1","0","0","19.9","0.9","0.14","0","19.9","0","0"
"7","29","2","0","0","19.4","0.9","0.14","0","19.4","0","0"
"7","29","3","0","0","19.2","0.9","0.14","0","19.2","0","0"
"7","29","4","0","0","19.6","1.1","0.14","0","19.6","0","0"
"7","29","5","238","30","20.7","1.4","0.14","22.925","21.294","141.431","96.784"
"7","29","6","570","65","22.3","1.6","0.14","174.203","26.697","1216.479","1133.739"
"7","29","7","761","86","23.9","1.7","0.14","415.046","34.645","3380.089","3220.684"
"7","29","8","681","154","25.5","1.9","0.14","592.28","40.235","4783.284","4574.158"
"7","29","9","883","114","27.1","2.2","0.14","831.467","46.547","6507.885","6237.65"
"7","29","10","764","192","28.5","2.3","0.14","908.621","49.302","6972.066","6685.382"
"7","29","11","404","388","29.5","2.5","0.14","796.973","47.027","6119.281","5862.815"
"7","29","12","858","160","30","2.8","0.14","1010.56","51.115","7674.995","7363.404"
"7","29","13","905","123","29.9","3.1","0.14","965.113","49.082","7423.36","7120.685"
"7","29","14","869","120","29.2","3","0.14","823.927","45.875","6466.619","6197.846"
