"PVWatts Hourly PV Performance Data"
"Requested Location","los angeles, CA"
"Location","Lat, Lng: 34.05, -118.26"
"Latitude (DD)","34.05"
"Longitude (DD)","-118.26"
"Elevation (m)","97.559997558594"
"DC System Size (kW)","10"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (kW/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","29","21","0","0","14","3.2","0.12","0","14","0","0"
"11","29","22","0","0","14","3.5","0.12","0","14","0","0"
"11","29","23","0","0","14","3.7","0.12","0","14","0","0"
"11","30","0","0","0","14","3.7","0.12","0","14","0","0"
"11","30","1","0","0","14","3.4","0.12","0","14","0","0"
"11","30","2","0","0","14","3.2","0.12","0","14","0","0"
"11","30","3","0","0","14","3.1","0.12","0","14","0","0"
"11","30","4","0","0","14","3.1","0.12","0","14","0","0"
"11","30","5","0","0","15","3.1","0.12","0","15","0","0"
"11","30","6","0","0","15","3.3","0.12","0","15","0","0"
"11","30","7","53","52","15","4","0.12","75.426","16.293","602.278","541.301"
"11","30","8","0","60","16","4.6","0.12","55.573","16.888","458.701","402.812"
"11","30","9","0","122","16","4.7","0.12","116.042","17.827","977.238","902.975"
"11","30","10","0","34","17","4.6","0.12","31.474","17.501","249.636","201.155"
"11","30","11","0","38","17","4.5","0.12","35.191","17.568","279.67","230.125"
"11","30","12","5","179","18","4.4","0.12","176.52","20.888","1479.783","1387.713"
"11","30","13","0","101","18","4.2","0.12","94.526","19.591","781.791","714.453"
"11","30","14","0","115","17","3.8","0.12","110.469","18.974","928.225","855.699"
"11","30","15","0","46","16","3","0.12","42.588","16.862","344.9","293.043"
"11","30","16","170","14","11","1.8","0.12","46.134","11.894","200.135","153.408"
"11","30","17","0","0","10","1.6","0.12","0","10","0","0"
"11","30","18","0","0","9","1.3","0.12","0","9","0","0"
"11","30","19","0","0","9","1","0.12","0","9","0","0"
"11","30","20","0","0","10","0.6","0.12","0","10","0","0"
"11","30","21","0","0","10","0.6","0.12","0","10","0","0"
"11","30","22","0","0","9","0.8","0.12","0","9","0","0"
"11","30","23","0","0","9","1.1","0.12","0","9","0","0"
"12","1","0","0","0","9","1.2","0.12","0","9","0","0"
"12","1","1","0","0","8","1.2","0.12","0","8","0","0"
"12","1","2","0","0","8","1.3","0.12","0","8","0","0"
"12","1","3","0","0","8","1.3","0.12","0","8","0","0"
"12","1","4","0","0","8","1.3","0.12","0","8","0","0"
"12","1","5","0","0","8","1.4","0.12","0","8","0","0"
"12","1","6","0","0","8","1.4","0.12","0","8","0","0"
"12","1","7","431","42","9","1.6","0.12","195.348","14.057","1564.504","1469.432"
"12","1","8","672","70","12","1.5","0.12","435.326","23.876","3819.135","3644.172"
"12","1","9","704","90","14","1.3","0.12","583.725","30.656","4984.35","4768.099"
"12","1","10","410","202","15","1.8","0.12","551.239","29.024","4676.885","4471.528"
"12","1","11","682","137","16","2.3","0.12","723.253","32.656","6071.361","5816.593"
"12","1","12","488","194","16","2.8","0.12","615.11","28.923","5224.663","4999.897"
"12","1","13","461","167","16","3","0.12","526.433","26.702","4525.952","4325.944"
"12","1","14","112","155","15","2.7","0.12","233.216","19.99","2017.824","1906.689"
"12","1","15","0","70","13","1.9","0.12","67.939","14.688","566.377","506.673"
"12","1","16","0","7","12","1.2","0.12","6.659","12.165","32.196","0"
"12","1","17","0","0","10","0.9","0.12","0","10","0","0"
"12","1","18","0","0","10","0.6","0.12","0","10","0","0"
"12","1","19","0","0","11","0.4","0.12","0","11","0","0"
"12","1","20","0","0","10","0.6","0.12","0","10","0","0"
"12","1","21","0","0","10","0.9","0.12","0","10","0","0"
"12","1","22","0","0","10","1.1","0.12","0","10","0","0"
"12","1","23","0","0","10","1.2","0.12","0","10","0","0"
"12","2","0","0","0","10","1.1","0.12","0","10","0","0"
"12","2","1","0","0","10","1","0.12","0","10","0","0"
"12","2","2","0","0","10","0.9","0.12","0","10","0","0"
"12","2","3","0","0","10","0.8","0.12","0","10","0","0"
"12","2","4","0","0","10","0.8","0.12","0","10","0","0"
"12","2","5","0","0","10","0.9","0.12","0","10","0","0"
"12","2","6","0","0","10","1","0.12","0","10","0","0"
"12","2","7","0","12","10","1.3","0.12","11.076","10.312","84.606","41.972"
"12","2","8","0","104","12","1.8","0.12","100.931","14.565","861.629","791.462"
"12","2","9","39","174","13","2.3","0.12","204.856","17.708","1766.912","1664.667"
"12","2","10","0","27","15","2.9","0.12","24.987","15.514","197.955","151.305"
"12","2","11","0","166","16","3.5","0.12","158.991","18.963","1336.334","1249.347"
"12","2","12","1","167","16","3.9","0.12","161.079","18.827","1356.968","1269.249"
"12","2","13","100","210","15","3.9","0.12","289.395","20.095","2498.154","2369.999"
"12","2","14","130","153","14","3.7","0.12","241.412","18.389","2105.853","1991.599"
"12","2","15","33","79","13","3.3","0.12","95.219","14.833","801.897","733.847"
"12","2","16","0","16","12","2.8","0.12","15.221","12.272","76.572","34.223"
"12","2","17","0","0","12","2.6","0.12","0","12","0","0"
"12","2","18","0","0","12","2.6","0.12","0","12","0","0"
"12","2","19","0","0","12","2.8","0.12","0","12","0","0"
"12","2","20","0","0","12","2.9","0.12","0","12","0","0"
"12","2","21","0","0","12","3","0.12","0","12","0","0"
"12","2","22","0","0","12","2.9","0.12","0","12","0","0"
"12","2","23","0","0","12","2.8","0.12","0","12","0","0"
"12","3","0","0","0","12","2.6","0.12","0","12","0","0"
"12","3","1","0","0","12","2.4","0.12","0","12","0","0"
"12","3","2","0","0","12","2.4","0.12","0","12","0","0"
"12","3","3","0","0","12","2.5","0.12","0","12","0","0"
"12","3","4","0","0","11","2.4","0.12","0","11","0","0"
"12","3","5","0","0","10","2.2","0.12","0","10","0","0"
"12","3","6","0","0","10","2.2","0.12","0","10","0","0"
"12","3","7","446","40","10","2.6","0.12","196.044","14.15","1557.306","1462.489"
"12","3","8","8","108","11","3.1","0.12","109.465","13.184","943.394","870.33"
"12","3","9","235","183","13","3.2","0.12","361.82","20.112","3164.682","3012.909"
"12","3","10","905","71","14","3.2","0.12","776.875","29.294","6645.73","6370.61"
"12","3","11","925","72","15","3.4","0.12","833.609","30.883","7065.685","6775.684"
"12","3","12","918","72","15","3.7","0.12","812.169","29.779","6921.695","6636.796"
"12","3","13","882","68","15","4","0.12","711.351","27.4","6149.868","5892.318"
"12","3","14","805","61","14","4.1","0.12","546.498","23.406","4821.579","4611.095"
"12","3","15","282","72","13","3.6","0.12","203.735","16.736","1735.828","1634.685"
"12","3","16","0","13","11","2.7","0.12","12.367","11.225","61.917","20.088"
"12","3","17","0","0","9","2.3","0.12","0","9","0","0"
"12","3","18","0","0","9","2.1","0.12","0","9","0","0"
"12","3","19","0","0","8","2","0.12","0","8","0","0"
"12","3","20","0","0","8","2.1","0.12","0","8","0","0"
"12","3","21","0","0","8","2.2","0.12","0","8","0","0"
"12","3","22","0","0","7","2.3","0.12","0","7","0","0"
"12","3","23","0","0","7","2.4","0.12","0","7","0","0"
"12","4","0","0","0","7","2.3","0.12","0","7","0","0"
"12","4","1","0","0","6","2.2","0.12","0","6","0","0"
"12","4","2","0","0","6","2.2","0.12","0","6","0","0"
"12","4","3","0","0","6","2.3","0.12","0","6","0","0"
"12","4","4","0","0","6","2.4","0.12","0","6","0","0"
"12","4","5","0","0","5","2.5","0.12","0","5","0","0"
"12","4","6","0","0","6","2.9","0.12","0","6","0","0"
"12","4","7","482","37","7","3.8","0.12","203.183","10.529","1628.741","1531.392"
"12","4","8","744","59","9","4.4","0.12","452.74","16.47","4083.308","3898.985"
"12","4","9","858","70","12","4.2","0.12","655.488","23.114","5774.346","5530.102"
"12","4","10","910","76","13","3.7","0.12","784.939","27.29","6765.477","6486.113"
"12","4","11","933","78","14","3.5","0.12","845.781","29.864","7195.447","6900.848"
"12","4","12","930","76","15","3.6","0.12","825.422","30.25","7021.047","6732.628"
"12","4","13","896","73","15","3.7","0.12","726.725","28.24","6262.01","6000.486"
"12","4","14","821","64","14","3.5","0.12","559.182","24.521","4913.451","4699.713"
"12","4","15","655","48","12","2.9","0.12","327.381","18.714","2792.081","2653.511"
"12","4","16","189","13","10","2.5","0.12","49.351","10.829","214.246","167.019"
"12","4","17","0","0","8","2.6","0.12","0","8","0","0"
"12","4","18","0","0","7","2.8","0.12","0","7","0","0"
"12","4","19","0","0","7","2.9","0.12","0","7","0","0"
"12","4","20","0","0","6","3","0.12","0","6","0","0"
"12","4","21","0","0","6","3","0.12","0","6","0","0"
"12","4","22","0","0","6","2.8","0.12","0","6","0","0"
"12","4","23","0","0","5","2.5","0.12","0","5","0","0"
"12","5","0","0","0","5","2.3","0.12","0","5","0","0"
"12","5","1","0","0","5","2.3","0.12","0","5","0","0"
"12","5","2","0","0","5","2.3","0.12","0","5","0","0"
"12","5","3","0","0","5","2.2","0.12","0","5","0","0"
"12","5","4","0","0","5","2","0.12","0","5","0","0"
"12","5","5","0","0","5","1.9","0.12","0","5","0","0"
"12","5","6","0","0","5","1.7","0.12","0","5","0","0"
"12","5","7","516","34","7","1.9","0.12","206.839","11.992","1638.446","1540.754"
"12","5","8","744","58","10","1.7","0.12","450.005","21.743","3977.256","3796.69"
"12","5","9","835","72","12","1.1","0.12","640.989","31.205","5475.429","5241.777"
"12","5","10","878","80","14","1.3","0.12","769.148","35.924","6411.825","6144.993"
"12","5","11","895","82","15","2","0.12","818.707","35.018","6829.487","6547.855"
"12","5","12","887","81","16","2.5","0.12","796.623","33.693","6687.612","6411.008"
"12","5","13","857","74","17","2.9","0.12","704.682","31.596","5993.48","5741.472"
"12","5","14","527","103","16","3","0.12","434.163","24.847","3784.169","3610.445"
"12","5","15","602","44","14","2.6","0.12","302.176","20.533","2554.796","2424.634"
"12","5","16","170","13","11","1.9","0.12","45.77","11.869","198.596","151.923"
"12","5","17","0","0","10","1.7","0.12","0","10","0","0"
"12","5","18","0","0","9","1.7","0.12","0","9","0","0"
"12","5","19","0","0","8","1.8","0.12","0","8","0","0"
"12","5","20","0","0","8","1.9","0.12","0","8","0","0"
"12","5","21","0","0","8","2","0.12","0","8","0","0"
"12","5","22","0","0","8","1.9","0.12","0","8","0","0"
"12","5","23","0","0","8","1.9","0.12","0","8","0","0"
"12","6","0","0","0","7","2","0.12","0","7","0","0"
"12","6","1","0","0","7","2.3","0.12","0","7","0","0"
"12","6","2","0","0","7","2.7","0.12","0","7","0","0"
"12","6","3","0","0","7","3.2","0.12","0","7","0","0"
"12","6","4","0","0","7","3.6","0.12","0","7","0","0"
"12","6","5","0","0","8","4","0.12","0","8","0","0"
"12","6","6","0","0","8","4.2","0.12","0","8","0","0"
"12","6","7","463","35","10","4.5","0.12","193.088","13.031","1519","1425.54"
"12","6","8","211","114","12","4.6","0.12","236.292","15.786","2086.677","1973.103"
"12","6","9","841","69","15","4.1","0.12","639.825","26.003","5576.874","5339.627"
"12","6","10","892","76","18","3.1","0.12","768.288","33.377","6471.896","6202.935"
"12","6","11","914","78","20","2.4","0.12","828.155","38.734","6809.3","6528.384"
"12","6","12","909","77","21","1.8","0.12","808.53","41.61","6579.424","6306.654"
"12","6","13","876","73","22","1.4","0.12","716.716","41.976","5851.358","5604.386"
"12","6","14","805","64","21","1.2","0.12","550.094","37.098","4602.065","4399.36"
"12","6","15","642","48","18","1.2","0.12","322.858","27.341","2663.06","2529.062"
"12","6","16","178","13","15","1.6","0.12","47.488","15.96","202.313","155.508"
"12","6","17","0","0","13","1.9","0.12","0","13","0","0"
"12","6","18","0","0","12","2.3","0.12","0","12","0","0"
"12","6","19","0","0","12","2.9","0.12","0","12","0","0"
"12","6","20","0","0","11","3.4","0.12","0","11","0","0"
"12","6","21","0","0","11","3.8","0.12","0","11","0","0"
"12","6","22","0","0","11","4.1","0.12","0","11","0","0"
"12","6","23","0","0","10","4.4","0.12","0","10","0","0"
"12","7","0","0","0","10","4.7","0.12","0","10","0","0"
"12","7","1","0","0","10","4.9","0.12","0","10","0","0"
"12","7","2","0","0","11","4.9","0.12","0","11","0","0"
"12","7","3","0","0","11","4.8","0.12","0","11","0","0"
"12","7","4","0","0","11","4.8","0.12","0","11","0","0"
"12","7","5","0","0","12","4.7","0.12","0","12","0","0"
"12","7","6","0","0","12","4.8","0.12","0","12","0","0"
"12","7","7","524","32","14","5.2","0.12","204.962","16.934","1577.847","1482.302"
"12","7","8","777","53","17","5.8","0.12","457.668","23.34","4018.214","3836.197"
"12","7","9","883","63","19","6.4","0.12","654.28","27.483","5674.998","5434.275"
"12","7","10","930","70","21","6.4","0.12","788.518","31.208","6700.137","6423.089"
"12","7","11","948","74","22","6.1","0.12","849.585","33.355","7135.025","6842.568"
"12","7","12","942","74","22","5.9","0.12","830.24","33.35","6980.624","6693.637"
"12","7","13","914","69","22","5.7","0.12","733.92","32.278","6229.126","5968.768"
"12","7","14","836","62","21","5.1","0.12","565.969","29.53","4880.356","4667.79"
"12","7","15","669","47","19","4.2","0.12","333.177","24.59","2780.468","2642.309"
"12","7","16","202","13","16","3.6","0.12","52.413","16.733","222.257","174.746"
"12","7","17","0","0","14","3.6","0.12","0","14","0","0"
"12","7","18","0","0","14","3.8","0.12","0","14","0","0"
"12","7","19","0","0","13","3.9","0.12","0","13","0","0"
"12","7","20","0","0","13","3.9","0.12","0","13","0","0"
"12","7","21","0","0","13","3.7","0.12","0","13","0","0"
"12","7","22","0","0","13","3.6","0.12","0","13","0","0"
"12","7","23","0","0","13","3.6","0.12","0","13","0","0"
"12","8","0","0","0","13","3.8","0.12","0","13","0","0"
"12","8","1","0","0","13","4.2","0.12","0","13","0","0"
"12","8","2","0","0","12","4.5","0.12","0","12","0","0"
"12","8","3","0","0","12","4.8","0.12","0","12","0","0"
"12","8","4","0","0","11","4.9","0.12","0","11","0","0"
"12","8","5","0","0","11","4.9","0.12","0","11","0","0"
"12","8","6","0","0","11","5.1","0.12","0","11","0","0"
"12","8","7","520","34","13","5.4","0.12","204.3","15.851","1573.669","1478.272"
"12","8","8","783","57","15","5.4","0.12","463.453","21.727","4091.488","3906.875"
"12","8","9","892","68","17","5","0.12","668.618","27.197","5804.665","5559.347"
"12","8","10","269","220","20","4.2","0.12","451.186","27.617","3831.177","3655.787"
"12","8","11","305","236","22","3.1","0.12","510.233","32.176","4254.6","4064.207"
"12","8","12","944","78","23","1.9","0.12","835.858","43.868","6739.682","6461.233"
"12","8","13","525","150","23","0.9","0.12","552.108","40.368","4508.149","4308.772"
"12","8","14","836","64","22","0.4","0.12","568.499","42.621","4652.931","4448.424"
"12","8","15","673","47","19","0.3","0.12","335.3","31.396","2724.989","2588.796"
"12","8","16","206","13","16","0.4","0.12","53.415","17.463","226.08","178.433"
"12","8","17","0","0","15","0.6","0.12","0","15","0","0"
"12","8","18","0","0","14","1","0.12","0","14","0","0"
"12","8","19","0","0","13","1.4","0.12","0","13","0","0"
"12","8","20","0","0","12","1.5","0.12","0","12","0","0"
"12","8","21","0","0","12","1.6","0.12","0","12","0","0"
"12","8","22","0","0","11","1.7","0.12","0","11","0","0"
"12","8","23","0","0","11","1.8","0.12","0","11","0","0"
"12","9","0","0","0","11","1.9","0.12","0","11","0","0"
"12","9","1","0","0","11","1.9","0.12","0","11","0","0"
"12","9","2","0","0","11","1.8","0.12","0","11","0","0"
"12","9","3","0","0","11","1.8","0.12","0","11","0","0"
"12","9","4","0","0","11","1.7","0.12","0","11","0","0"
"12","9","5","0","0","11","1.5","0.12","0","11","0","0"
"12","9","6","0","0","11","1.1","0.12","0","11","0","0"
"12","9","7","469","34","12","0.9","0.12","190.561","17.772","1451.624","1360.551"
"12","9","8","729","59","13","1","0.12","437.323","26.431","3785.551","3611.778"
"12","9","9","837","72","14","1.7","0.12","635.952","30.593","5448.025","5215.344"
"12","9","10","894","78","15","3","0.12","768.034","30.632","6540.867","6269.463"
"12","9","11","922","79","16","4.5","0.12","832.631","29.521","7097.721","6806.585"
"12","9","12","926","76","15","5.5","0.12","818.882","26.725","7062.708","6772.812"
"12","9","13","885","74","14","6","0.12","723.825","23.795","6342.735","6078.352"
"12","9","14","810","64","13","6","0.12","553.757","20.506","4939.315","4724.66"
"12","9","15","641","47","12","5","0.12","322.898","16.873","2775.723","2637.733"
"12","9","16","0","19","10","3.6","0.12","18.075","10.283","92.54","49.625"
"12","9","17","0","0","8","2.9","0.12","0","8","0","0"
"12","9","18","0","0","8","2.4","0.12","0","8","0","0"
"12","9","19","0","0","8","2.1","0.12","0","8","0","0"
"12","9","20","0","0","8","2.1","0.12","0","8","0","0"
"12","9","21","0","0","7","2.3","0.12","0","7","0","0"
"12","9","22","0","0","6","2.6","0.12","0","6","0","0"
"12","9","23","0","0","6","2.8","0.12","0","6","0","0"
"12","10","0","0","0","6","2.9","0.12","0","6","0","0"
"12","10","1","0","0","5","2.9","0.12","0","5","0","0"
"12","10","2","0","0","5","2.8","0.12","0","5","0","0"
"12","10","3","0","0","5","2.9","0.12","0","5","0","0"
"12","10","4","0","0","5","2.9","0.12","0","5","0","0"
"12","10","5","0","0","4","2.5","0.12","0","4","0","0"
"12","10","6","0","0","4","2.1","0.12","0","4","0","0"
"12","10","7","386","38","6","2.3","0.12","167.387","9.718","1312.211","1226.079"
"12","10","8","682","65","8","2.3","0.12","421.697","17.736","3765.977","3592.898"
"12","10","9","804","78","11","2.4","0.12","619.885","25.053","5421.947","5190.19"
"12","10","10","211","226","12","2.9","0.12","403.846","20.332","3515.011","3350.824"
"12","10","11","342","229","13","3.2","0.12","531.245","23.426","4588.993","4386.751"
"12","10","12","373","216","13","2.9","0.12","535.904","24.063","4626.533","4422.961"
"12","10","13","163","209","13","2.6","0.12","342.758","20.457","2975.525","2830.455"
"12","10","14","27","138","12","2.5","0.12","157.652","15.493","1364.766","1276.771"
"12","10","15","0","4","11","1.8","0.12","3.69","11.094","27.347","0"
"12","10","16","0","0","9","1.2","0.12","0","0","0","0"
"12","10","17","0","0","8","1.4","0.12","0","8","0","0"
"12","10","18","0","0","7","2.1","0.12","0","7","0","0"
"12","10","19","0","0","6","2.6","0.12","0","6","0","0"
"12","10","20","0","0","6","2.9","0.12","0","6","0","0"
"12","10","21","0","0","5","3","0.12","0","5","0","0"
"12","10","22","0","0","5","3","0.12","0","5","0","0"
"12","10","23","0","0","5","3.1","0.12","0","5","0","0"
"12","11","0","0","0","4","3.3","0.12","0","4","0","0"
